Price Date,Modal Price (Rs./Quintal)
2017-04-20,4551.0
2017-04-21,3934.0
2017-04-22,3317.0
2017-04-23,2700.0
2017-04-24,2325.0
2017-04-25,3219.0
2017-04-26,3272.0
2017-04-27,3325.0
2017-04-28,2812.5
2017-04-29,2300.0
2017-04-30,3219.0
2017-05-01,2759.5
2017-05-02,2300.0
2017-05-03,3187.0
2017-05-04,2968.5
2017-05-05,2750.0
2017-05-06,2300.0
2017-05-07,2870.0
2017-05-08,3620.0
2017-05-09,3508.0
2017-05-10,2804.0
2017-05-11,2100.0
2017-05-12,3325.0
2017-05-13,3642.25
2017-05-14,3959.5
2017-05-15,4276.75
2017-05-16,4594.0
2017-05-17,3182.0
2017-05-18,2882.0
2017-05-19,2050.0
2017-05-20,2881.0
2017-05-21,2488.0
2017-05-22,2095.0
2017-05-23,4625.0
2017-05-24,5651.0
2017-05-25,2885.0
2017-05-26,3200.0
2017-05-27,4801.0
2017-05-28,2860.0
2017-05-29,3062.5
2017-05-30,3265.0
2017-05-31,2695.0
2017-06-01,2125.0
2017-06-02,3301.0
2017-06-03,3451.5
2017-06-04,3602.0
2017-06-05,2325.0
2017-06-06,4158.0
2017-06-07,3584.0
2017-06-08,2380.0
2017-06-09,2340.0
2017-06-10,2300.0
2017-06-11,3192.0
2017-06-12,3182.0
2017-06-13,2361.0
2017-06-14,2995.0
2017-06-15,2810.0
2017-06-16,2625.0
2017-06-17,3227.0
2017-06-18,2350.0
2017-06-19,2975.0
2017-06-20,1950.0
2017-06-21,2000.0
2017-06-22,2050.0
2017-06-23,3310.0
2017-06-24,3180.0
2017-06-25,2350.0
2017-06-26,3400.0
2017-06-27,2350.0
2017-06-28,2790.5
2017-06-29,3231.0
2017-06-30,3180.0
2017-07-01,2987.0
2017-07-02,2100.0
2017-07-03,3200.0
2017-07-04,3160.0
2017-07-05,2850.0
2017-07-06,3337.0
2017-07-07,4638.0
2017-07-08,2775.0
2017-07-09,2050.0
2017-07-10,3121.0
2017-07-11,2050.0
2017-07-12,2203.0
2017-07-13,2356.0
2017-07-14,2050.0
2017-07-15,4675.0
2017-07-16,3400.0
2017-07-17,3200.0
2017-07-18,2100.0
2017-07-19,3140.0
2017-07-20,3120.0
2017-07-21,3100.0
2017-07-22,2326.0
2017-07-23,2413.0
2017-07-24,2500.0
2017-07-25,2751.0
2017-07-26,2970.5
2017-07-27,3190.0
2017-07-28,2070.0
2017-07-29,2773.0
2017-07-30,3476.0
2017-07-31,3192.0
2017-08-01,3246.0
2017-08-02,3300.0
2017-08-03,3475.0
2017-08-04,3650.0
2017-08-05,4675.0
2017-08-06,4675.0
2017-08-07,4701.0
2017-08-08,3950.0
2017-08-09,3345.0
2017-08-10,3296.6666666666665
2017-08-11,3248.3333333333335
2017-08-12,3200.0
2017-08-13,3050.0
2017-08-14,3345.0
2017-08-15,2800.0
2017-08-16,2800.0
2017-08-17,3350.0
2017-08-18,3190.0
2017-08-19,3150.0
2017-08-20,3075.0
2017-08-21,3000.0
2017-08-22,2165.0
2017-08-23,3475.0
2017-08-24,3025.0
2017-08-25,3070.8333333333335
2017-08-26,3116.6666666666665
2017-08-27,3162.5
2017-08-28,3208.3333333333335
2017-08-29,3254.1666666666665
2017-08-30,3300.0
2017-08-31,3266.6666666666665
2017-09-01,3233.3333333333335
2017-09-02,3200.0
2017-09-03,3166.6666666666665
2017-09-04,3133.3333333333335
2017-09-05,3100.0
2017-09-06,2875.0
2017-09-07,3100.0
2017-09-08,2900.0
2017-09-09,2102.0
2017-09-10,3251.0
2017-09-11,2251.0
2017-09-12,3050.0
2017-09-13,2200.0
2017-09-14,2350.0
2017-09-15,2500.0
2017-09-16,3190.0
2017-09-17,3285.0
2017-09-18,3400.0
2017-09-19,3285.0
2017-09-20,3100.0
2017-09-21,3100.0
2017-09-22,3178.75
2017-09-23,3257.5
2017-09-24,3336.25
2017-09-25,3415.0
2017-09-26,3340.0
2017-09-27,3290.0
2017-09-28,3550.0
2017-09-29,4951.0
2017-09-30,4901.0
2017-10-01,3285.0
2017-10-02,3590.0
2017-10-03,3895.0
2017-10-04,4200.0
2017-10-05,3267.0
2017-10-06,3270.0
2017-10-07,3390.0
2017-10-08,3400.0
2017-10-09,3190.0
2017-10-10,3100.0
2017-10-11,3275.5
2017-10-12,3451.0
2017-10-13,3340.0
2017-10-14,3320.0
2017-10-15,3300.0
2017-10-16,3101.0
2017-10-17,3190.0
2017-10-18,3451.0
2017-10-19,3433.0
2017-10-20,3415.0
2017-10-21,4400.0
2017-10-22,3285.0
2017-10-23,3415.0
2017-10-24,3325.0
2017-10-25,4950.0
2017-10-26,3340.0
2017-10-27,3200.0
2017-10-28,3283.6666666666665
2017-10-29,3367.3333333333335
2017-10-30,3451.0
2017-10-31,3340.0
2017-11-01,4200.0
2017-11-02,3190.0
2017-11-03,2660.0
2017-11-04,3045.25
2017-11-05,3430.5
2017-11-06,3815.75
2017-11-07,4201.0
2017-11-08,3251.0
2017-11-09,3701.0
2017-11-10,3901.0
2017-11-11,4067.3333333333335
2017-11-12,4233.666666666667
2017-11-13,4400.0
2017-11-14,3270.0
2017-11-15,2950.0
2017-11-16,3000.0
2017-11-17,4200.0
2017-11-18,3270.0
2017-11-19,3210.0
2017-11-20,3150.0
2017-11-21,3101.0
2017-11-22,3150.0
2017-11-23,3150.0
2017-11-24,2900.0
2017-11-25,2933.3333333333335
