Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1035,1421,1400,23 Jun 2005
1041,1450,1400,14 Jun 2005
1011,1541,1500,13 Jun 2005
950,1445,1400,12 Jun 2005
920,1501,1400,11 Jun 2005
1040,1441,1400,09 Jun 2005
1047,1451,1400,08 Jun 2005
1031,1561,1500,07 Jun 2005
1040,1591,1500,06 Jun 2005
1040,1475,1400,05 Jun 2005
1051,1303,1300,04 Jun 2005
1085,1450,1400,02 Jun 2005
1001,1315,1300,01 Jun 2005
1045,1450,1400,29 May 2005
1011,1425,1400,28 May 2005
1060,1550,1500,27 May 2005
1060,1540,1500,26 May 2005
1021,1425,1400,25 May 2005
1045,1475,1400,23 May 2005
1045,1325,1300,22 May 2005
1025,1450,1400,21 May 2005
1040,1435,1400,20 May 2005
1041,1425,1400,19 May 2005
1051,1425,1400,17 May 2005
1045,1425,1400,16 May 2005
1160,1490,1400,14 May 2005
1000,1391,1300,13 May 2005
1235,1571,1500,10 May 2005
1070,1425,1400,09 May 2005
1095,1375,1300,08 May 2005
1021,1425,1400,07 May 2005
1035,1501,1400,06 May 2005
1200,1450,1400,28 Apr 2005
1000,1361,1200,27 Apr 2005
1000,1425,1200,26 Apr 2005
959,1450,1400,25 Apr 2005
1060,1570,1500,22 Apr 2005
955,1300,1200,21 Apr 2005
1021,1391,1300,19 Apr 2005
925,1351,1200,18 Apr 2005
1045,1361,1200,17 Apr 2005
1021,1351,1200,16 Apr 2005
1027,1402,1300,10 Apr 2005
1021,1441,1300,09 Apr 2005
1021,1435,1300,08 Apr 2005
980,1425,1400,06 Apr 2005
1015,1371,1200,03 Apr 2005
1251,1450,1400,01 Apr 2005
1015,1425,1200,30 Mar 2005
1125,1525,1300,29 Mar 2005
1035,1400,1200,28 Mar 2005
1021,1401,1200,27 Mar 2005
935,1235,1000,26 Mar 2005
1045,1425,1400,25 Mar 2005
1130,1475,1400,24 Mar 2005
1045,1421,1400,23 Mar 2005
1080,1425,1300,22 Mar 2005
1045,1474,1400,21 Mar 2005
1011,1425,1200,20 Mar 2005
910,1500,1400,19 Mar 2005
1041,1551,1500,18 Mar 2005
1162,1411,1200,16 Mar 2005
1045,1465,1200,13 Mar 2005
1214,1334,1250,12 Mar 2005
951,1381,1200,10 Mar 2005
990,1300,1200,08 Mar 2005
975,1461,1300,07 Mar 2005
990,1375,1100,02 Mar 2005
930,1400,1200,01 Mar 2005
950,1411,1250,24 Feb 2005
940,1561,1250,23 Feb 2005
966,1436,1200,20 Feb 2005
1342,1430,1400,17 Feb 2005
1020,1595,1300,13 Feb 2005
1156,1425,1200,12 Feb 2005
1011,1415,1300,11 Feb 2005
951,1393,1200,07 Feb 2005
1011,1651,1400,04 Feb 2005
1040,1430,1200,02 Feb 2005
1360,1500,1400,01 Feb 2005
1210,1551,1400,30 Jan 2005
1225,1500,1400,29 Jan 2005
1200,1461,1300,28 Jan 2005
1250,1550,1300,27 Jan 2005
1200,1350,1300,25 Jan 2005
1250,1450,1300,24 Jan 2005
1225,1550,1300,23 Jan 2005
1030,1400,1200,22 Jan 2005
1057,1550,1200,21 Jan 2005
1261,1430,1300,20 Jan 2005
1200,1400,1300,19 Jan 2005
1136,1490,1300,17 Jan 2005
600,865,725,13 Jan 2005
610,650,630,10 Jan 2005
610,650,630,09 Jan 2005
1350,1550,1450,29 Dec 2004
